Merk,Model,Cilinderinhoud (cc),Bouwjaar,Brandstof,Kilometerstand,Vermogen (kW),Vermogen (pk)
Ferrari,812 Superfast,2300,03/1998,biodiesel,72157,217,291
Chevrolet,Malibu,1700,07/2023,diesel,260855,102,137
Alfa Romeo,Stelvio,1600,08/2024,benzine,218966,195,261
Chevrolet,Suburban,3500,11/2018,biodiesel,158480,237,318
Volkswagen,Golf,2500,09/2016,elektrisch,200004,63,84
Fiat,124 Spider,1400,08/2013,elektrisch,184462,264,354
Mercedes-Benz,Sprinter,3500,02/2006,diesel,5178,328,440
Ford,Explorer,3600,01/2014,lpg,106918,134,180
Mercedes-Benz,Rumplumplum,1600,11/2014,elektrisch,138059,270,362
Jeep,Gladiator,3400,06/1946,elektrisch,162688,349,468
Hyundai,Kona,2700,03/2002,biodiesel,273279,120,161
BMW,Z4,2800,05/2019,biodiesel,224237,169,227
Volvo,XC60,1600,07/1996,lpg,148054,228,306
Volkswagen,Arteon,2300,11/2011,diesel,77975,98,131
Kia,Sportage,2200,02/2007,diesel,-1,292,392
Renault,Zoe,2800,02/2012,elektrisch,1665,314,421
Subaru,Ascent,3200,10/2019,lpg,276380,315,422
Mazda,Mazda3,2300,07/2007,benzine,281063,184,247
Honda,Fit,2400,03/2009,benzine,171077,104,139
Tesla,Roadster,1800,01/2018,benzine,227050,211,283
BMW,7 Series,1200,10/2018,diesel,161212,305,409
Mercedes-Benz,S-Class,2200,03/1999,lpg,101668,91,122
Hyundai,Ioniq,3200,04/2004,diesel,29489,132,177
Mercedes-Benz,GLC,1400,08/1999,diesel,281157,204,274
Nissan,Armada,1200,02/1994,elektrisch,116510,225,302
Mazda,CX-9,3000,02/2007,diesel,296841,303,406
Kia,Stinger,1900,05/2014,elektrisch,212525,247,331
Renault,Twingo,2400,08/1991,diesel,208838,151,202
Audi,e-tron,3300,11/2021,diesel,150333,135,181
Tesla,Model 3,2600,09/2005,elektrisch,132226,312,418
Ferrari,Portofino,1600,04/1998,lpg,284935,266,357
BMW,i3,2500,01/2003,lpg,240264,225,302
Mazda,CX-9,1000,10/2020,benzine,184900,235,315
Kia,Sorento,3100,01/1997,benzine,23502,72,97
Peugeot,2008,3500,05/2001,lpg,287032,260,349
Audi,TT,2300,11/2016,benzine,192597,341,457
Ford,Edge,3300,12/1993,diesel,47068,276,370
Hyundai,Santa Fe,3100,09/2005,elektrisch,45515,265,355
Volvo,C40,3600,06/2011,benzine,55973,368,493
Audi,TT,3000,07/2015,diesel,120536,265,355
Subaru,Ascent,2800,07/1990,elektrisch,151891,84,113
Ford,Escape,1200,12/1995,lpg,185743,272,365
Honda,Civic,3400,03/2020,benzine,274217,249,334
Porsche,911,1600,01/2015,elektrisch,7765,179,240
Honda,Civic,1100,05/1995,diesel,120714,321,430
Mazda,Mazda3,2500,05/2012,diesel,128825,214,287
Volvo,S90,1300,04/2020,benzine,298369,266,357
Subaru,BRZ,3000,06/2024,lpg,173273,139,186
Nissan,Murano,1200,09/2013,benzine,165599,399,535
Fiat,Fiorino,2000,09/1998,elektrisch,269477,204,274
Audi,A8,2400,09/1996,diesel,7353,66,89
Toyota,Corolla,1400,12/1998,benzine,129557,157,211
Mazda,CX-30,4800,09/2010,benzine,187556,276,370
Lamborghini,Huracan,3500,07/1993,elektrisch,17089,315,422
Honda,Odyssey,1500,01/2002,benzine,6340,104,139
Toyota,Land Cruiser,1200,12/1997,lpg,106128,127,170
Chevrolet,Colorado,2900,12/2017,benzine,234810,148,198
Nissan,Versa,2900,05/1994,lpg,366,232,311
Peugeot,5008,3000,10/1996,lpg,269976,355,476
Toyota,Prius,2600,06/1998,lpg,1000010,276,370
Lamborghini,Murcielago,3500,07/2020,benzine,145787,176,236
Mitsubishi,Lancer,3200,04/2013,elektrisch,287597,77,103
Peugeot,508,1200,04/2021,benzine,41440,136,182
Mitsubishi,Outlander,2400,02/1992,lpg,37940,57,76
Volkswagen,Arteon,2900,11/1991,biodiesel,297332,256,343
Porsche,Cayenne,2400,06/2008,elektrisch,207200,95,127
Toyota,Corolla,2900,10/2021,elektrisch,203555,69,93
Subaru,Outback,2300,11/2003,elektrisch,212647,236,316
Volkswagen,Beetle,1200,05/2010,lpg,1000010,165,221
Alfa Romeo,Giulia,1400,03/2019,elektrisch,132316,342,459
Chevrolet,Suburban,1100,05/2001,benzine,12235,269,361
Mitsubishi,Eclipse Cross,3400,01/2014,lpg,181263,192,257
Ferrari,488,2500,04/1991,elektrisch,150233,334,448
Ford,Expedition,4800,01/2006,elektrisch,290184,237,318
Alfa Romeo,4C,3000,05/2009,diesel,136061,374,502
Jeep,Cherokee,4800,10/2014,elektrisch,130875,237,318
Porsche,911,2600,11/2001,biodiesel,223070,285,382
Lamborghini,Urus,1500,03/2017,lpg,13586,389,522
Kia,Sportage,4800,04/2011,lpg,40554,387,519
Lamborghini,Reventon,3500,10/2008,lpg,285390,248,333
Volvo,C40,2400,07/2008,biodiesel,43061,98,131
Honda,CR-V,1900,11/2011,benzine,192063,271,363
Subaru,Legacy,2200,08/2018,lpg,1000010,111,149
Fiat,Tipo,2400,08/2017,lpg,291809,162,217
Honda,Pilot,2000,10/2021,diesel,98701,391,524
Toyota,RAV4,1800,01/2023,benzine,76748,197,264
Hyundai,Accent,3000,03/2002,lpg,127492,346,464
Honda,Civic,3400,02/2003,benzine,1374,185,248
Mercedes-Benz,GLA,2800,10/1994,benzine,299498,280,375
BMW,5 Series,3200,02/1995,lpg,73677,118,158
Honda,Passport,2800,09/1992,benzine,134594,58,78
Mercetes-Benz,E-Class,1700,07/2001,diesel,65800,82,110
Mitsubishi,Outlander,3100,10/1991,benzine,265986,388,520
Nissan,Pathfinder,1400,01/1995,benzine,238863,320,429
Nissan,Rumplumplum,2700,07/2019,lpg,234496,373,500
Fiat,500,3200,02/2023,benzine,111440,333,447
BMW,X3,2900,03/1993,benzine,1000010,363,487
Kia,Sorento,3500,10/1991,elektrisch,231186,377,506
Peugeot,2008,3100,09/1999,benzine,142052,383,514
Ferrari,Rumplumplum,1900,12/2019,benzine,52459,57,76
Porsche,Taycan,2900,09/2017,elektrisch,112420,323,433
Honda,Insight,2500,09/2009,lpg,119747,376,504
Ford,Expedition,2000,11/1994,benzine,152197,195,261
Toyota,Land Cruiser,2700,12/2006,diesel,42133,242,325
Jeep,Cherokee,1300,03/2022,benzine,162476,343,460
Subaru,Forester,3600,07/2018,diesel,61642,172,231
BMW,i3,2700,09/2000,diesel,32316,368,493
Subaru,Outback,1700,06/2017,lpg,34603,305,409
BMW,X7,2600,12/1999,elektrisch,284212,221,296
Subaru,Forester,1500,05/1999,benzine,271932,338,453
BMW,X1,1900,04/2023,benzine,1000010,145,194
Renault,Twingo,3500,08/2001,elektrisch,209806,270,362
Volvo,S60,1600,08/1992,diesel,48663,378,507
Alfa Romeo,Spider,2800,09/1991,elektrisch,192083,111,149
Kia,Telluride,1000,11/2004,lpg,210822,288,386
Peugeot,5008,1000,05/1992,lpg,43078,67,90
Audi,Q7,1200,02/1996,diesel,218558,362,485
Mercedes-Benz,C-Class,2700,11/1993,lpg,188343,216,290
Fiat,50s,3400,01/2017,elektrisch,197770,196,263
Ferrari,LaFerrari,3100,05/2021,elektrisch,-1,316,424
Ferrari,SF90 Stradale,1800,11/1994,elektrisch,293329,85,114
Ferrari,LaFerrari,2500,04/2010,lpg,213057,140,188
Lamborghini,Veneno,3600,04/2019,elektrisch,-1,110,148
Volvo,XC40,1000,01/2001,lpg,116759,43,58
Volkswagen,Touareg,1000,03/1991,benzine,209902,198,266
Volkswagen,Tiguan,1800,11/2021,lpg,180536,310,416
Mitsubishi,Rumplumplum,2500,01/2008,lpg,64065,336,451
Chevrolet,Equinox,3300,02/2009,benzine,253088,135,181
Nissan,Murano,1800,04/2020,elektrisch,49122,321,430
Mazda,CX-3,3400,01/2016,lpg,36534,57,76
Peugeot,3u08,1800,11/2015,diesel,238521,190,255
Volkswagen,Polo,2400,12/1993,diesel,104296,351,471
Audi,Q5,2800,08/1995,elektrisch,234429,131,176
Nissan,Versa,2800,03/1997,lpg,4111,265,355
Volvo,Rumplumplum,2200,06/2022,diesel,242306,251,337
Jeep,Compass,1600,02/2001,elektrisch,267513,338,453
BMW,5 Series,3100,04/2020,lpg,154080,215,288
Chevrolet,Malibu,1300,04/2009,lpg,290025,308,413
Mitsubishi,Triton,1500,11/2009,elektrisch,83542,212,284
Mercedes-Benz,GLA,3200,02/2017,benzine,130412,234,314
Volkswagen,Beetle,3300,12/1999,elektrisch,165725,219,294
mif,Optima,2700,09/1990,elektrisch,268264,113,152
Audi,Q8,2800,11/1994,diesel,9297,342,459
Hyundai,Santa Fe,2300,10/2018,diesel,240068,361,484
Volkswagen,Tiguan,1300,05/2016,benzine,42743,88,118
Ferrari,Portofino,2600,02/2022,lpg,83120,120,161
Lamborghini,Huracan,3000,10/1997,lpg,171212,269,361
Mazda,CX-9,1000,10/2009,elektrisch,242687,296,397
Jeep,Gladiator,3200,12/2003,lpg,56058,195,261
Renault,Clio,1300,12/2000,elektrisch,72944,318,426
Kia,Optima,2800,10/1999,lpg,256960,369,495
Chevrolet,Suburban,3100,11/2006,lpg,168627,198,266
Subaru,Legacy,2600,03/2012,elektrisch,230412,277,371
Audi,TT,1300,03/1997,benzine,200706,395,530
Kia,Seltos,1300,02/1993,lpg,58343,45,60
Chevrolet,Malibu,2300,05/2002,lpg,291915,378,507
Jeep,Renegade,2200,02/2002,lpg,285765,130,174
Kia,Seltos,2900,08/2020,biodiesel,194650,353,473
Hyundai,Sonata,2800,04/2005,benzine,284046,322,432
Ford,Explorer,3000,11/2018,elektrisch,119610,165,221
Porsche,911,2100,11/1997,lpg,166925,160,215
Toyota,Yaris,2600,08/1995,diesel,176761,350,469
Porsche,Panamera,1300,03/2005,diesel,258124,97,130
Peugeot,5008,3500,09/2020,lpg,30859,371,498
Ferrari,F8 Tributo,2300,04/2015,benzine,79308,182,244
Audi,A3,2900,10/2016,biodiesel,207266,336,451
BMW,5 Series,1400,05/2006,elektrisch,110308,97,130
Subaru,Impreza,2800,04/2021,diesel,297059,227,304
Mazda,MX-5 Miata,1600,01/2008,elektrisch,244537,68,91
Volkswagen,ID.4,2800,09/1999,elektrisch,242832,165,221
Hyundai,Sonata,3500,03/2014,lpg,132850,266,357
Kia,Soul,1400,10/2024,diesel,294023,46,62
Audi,Q7,1700,04/2014,benzine,105388,90,121
Subaru,Outback,3400,12/1983,elektrisch,299554,350,469
Nissan,Pathfinder,3200,10/1999,diesel,206230,357,479
Audi,A8,1900,12/2005,benzine,121577,241,323
Nissan,Pathfinder,2200,11/2006,benzine,-1,88,118
Volkswagen,Tiguan,3200,04/2023,diesel,116831,342,459
Mitsubishi,Outlander,2400,12/2013,benzine,98430,385,516
Volkswagen,Polo,3400,06/2011,diesel,103624,313,420
Honda,Civic,2100,04/1997,diesel,106805,302,405
Jeep,Patriot,2500,09/2005,lpg,75072,226,303
Mazda,MX-5 Miata,2700,09/1997,lpg,246084,163,219
Ford,Mustang,4800,06/2002,elektrisch,88216,76,102
Ferrari,SF90 Stradale,3100,10/2024,lpg,256971,112,150
Peugeot,Rifter,2100,12/1997,benzine,183269,394,528
Jeep,Compass,2800,12/1998,benzine,222458,301,404
Hyundai,Veloster,2200,04/2014,elektrisch,192803,106,142
Volkswagen,Arteon,2600,01/2004,benzine,77232,166,223
Honda,Civic,1500,03/1990,diesel,34736,197,264
Fgtt,Panda,1100,08/2008,elektrisch,91455,314,421
Lamborghini,Gallardo,2200,01/2017,lpg,15078,77,103
Alfa Romeo,Giulia,4800,04/2000,benzine,87669,339,455
Hyundai,Sonata,2500,02/1999,benzine,250139,383,514
Nissan,370Z,1600,05/2001,biodiesel,129070,84,113
Mercedes-Benz,C-Class,4800,07/1991,lpg,89183,163,219
Porsche,Cayenne,2400,04/2014,elektrisch,186341,349,468
Kia,Sorento,2500,09/2000,elektrisch,129227,253,339
Porsche,Rumplumplum,2500,09/1992,elektrisch,130293,219,294
Toyota,Prius,2400,02/2003,biodiesel,23022,170,228
Alfa Romeo,4C,3100,12/1999,diesel,193252,122,164
Ferrari,F8 Tributo,1200,10/1990,lpg,266529,95,127
BMW,i8,1100,01/2010,lpg,232215,213,286
BMW,Rumplumplum,1700,09/1994,elektrisch,296535,326,437
Subaru,Legacy,1900,11/2014,lpg,162079,133,178
Mazda,CX-9,3000,02/2021,lpg,1000010,300,402
Audi,A3,2200,02/2019,diesel,7785,230,308
Nissan,Rogue,3000,07/2022,diesel,141896,340,456
Porsche,718 Cayman,3100,01/1999,diesel,232360,275,369
Hyundai,Tucson,3100,03/2001,benzine,52495,161,216
Volkswagen,ID.4,2300,08/2002,lpg,76023,331,444
Chevrolet,Equinox,2900,07/2024,lpg,187649,274,367
Honda,Odyssey,1800,02/2000,benzine,226049,167,224
Nissan,Rogue,2500,04/2003,benzine,160887,235,315
Jeep,Wrangler,2200,02/2003,elektrisch,270868,99,133
Volkswagen,Atlas,2400,07/2004,diesel,152584,111,149
Ferrari,Portofino,2600,05/2023,elektrisch,113917,56,75
Renault,Twingo,3100,11/1991,elektrisch,208409,310,416
Hyundai,Elantra,2600,09/1993,elektrisch,271882,319,428
Hyundai,Veloster,1600,06/2010,elektrisch,117380,276,370
Volkswagen,Touareg,2800,03/2022,elektrisch,137188,264,354
Subaru,Outback,1200,12/2018,elektrisch,118841,146,196
Ferrari,Roma,3200,08/2008,elektrisch,9994,392,526
Renault,Megane,3300,11/2002,diesel,141601,377,506
Honda,Civic,2800,06/2018,elektrisch,259887,188,252
BMW,3 Series,1900,12/1995,elektrisch,214634,159,213
Volkswagen,Atlas,3000,07/1969,benzine,168616,274,367
Volkswagen,Atlas,3600,05/2015,benzine,54664,184,247
Fiat,Punto,2200,02/2023,elektrisch,217550,376,504
Toyota,Yaris,3100,12/2018,benzine,29342,190,255
Fiat,Doblo,2500,09/2012,diesel,113287,388,520
Peugeot,508,1100,04/2024,lpg,81684,195,261
Mazda,MX-5 Miata,1900,05/2022,diesel,282465,48,64
Volvo,C40,1600,11/2018,diesel,96590,215,288
Chevrolet,Tahoe,1800,10/2007,lpg,274486,76,102
Volvo,V60,1800,07/2019,lpg,61006,321,430
Mitsubishi,Lancer,1000,01/1991,diesel,173451,94,126
Ford,Ranger,3000,04/2009,benzine,231350,178,239
Lamborghini,Huracan,3200,02/2013,benzine,247780,330,443
Mercedes-Benz,GLE,1300,09/2008,benzine,235679,101,135
Jeep,Patriot,2600,01/2011,benzine,255123,251,337
Volkswagen,Jetta,2600,07/2015,benzine,231431,334,448
Volvo,XC60,2900,03/2007,diesel,108961,238,319
Renault,Captur,3200,10/2016,lpg,46366,219,294
Renault,Captur,2600,05/2006,elektrisch,261359,123,165
Porsche,718 Cayman,1700,11/1994,lpg,21586,268,359
Volkswagen,Atlas,3100,09/2001,lpg,16190,349,468
Fiat,Punto,1700,11/1995,diesel,247021,346,464
Honda,Odyssey,2000,03/2010,biodiesel,252801,360,483
Subaru,BRZ,2700,04/1996,lpg,64671,217,291
Mercedes-Benz,Sprinter,1200,07/1998,elektrisch,180795,208,279
Mitsubishi,Triton,3200,03/1952,benzine,123920,370,496
Porsche,Macan,2700,12/2015,diesel,119689,375,503
Hyundai,Ioniq,2300,08/1991,diesel,135502,62,83
Renault,Clio,1800,04/1981,lpg,190760,314,421
Kia,Sportage,3400,04/2007,diesel,173811,369,495
Audi,A4,2600,06/1999,benzine,159629,207,278
Ferrari,488,1200,12/1997,benzine,161972,45,60
Ferrari,Portofino,2500,12/1998,elektrisch,187541,45,60
Chevrolet,Silverado,2700,01/2005,elektrisch,254063,109,146
Chevrolet,Camaro,2800,11/1996,diesel,90192,358,480
Fiat,Fiorino,3300,07/1994,diesel,72463,375,503
Jeep,Patriot,1200,04/2023,elektrisch,285513,111,149
Volvo,S90,1800,06/2000,elektrisch,251801,101,135
Nissan,Murano,2200,11/2017,lpg,240512,389,522
Volkswagen,Passat,1500,11/2018,diesel,233670,121,162
Toyota,Yaris,1900,01/2005,diesel,100596,286,384
Honda,Ridgeline,1500,04/1998,benzine,231266,210,282
Kia,Seltos,3200,09/2006,diesel,95774,131,176
Ferrari,812 Superfast,3600,11/1989,elektrisch,68205,116,156
Kia,Rio,1700,04/2018,lpg,184547,57,76
Audi,Q5,2200,12/2000,elektrisch,181779,236,316
Fiat,Tipo,2000,10/2022,diesel,184395,111,149
Mitsubishi,Mirage,3300,06/2000,diesel,-1,169,227
Renault,Zoe,3100,02/2013,elektrisch,24258,287,385
BMW,7 Series,1700,09/2017,diesel,26342,69,93
Mercedes-Benz,C-Class,2000,04/1964,diesel,230145,349,468
Lamborghini,Huracan,1800,11/2008,lpg,148244,327,439
Alfa Romwo,4C,1000,07/2003,lpg,126693,133,178
Tesla,Model Y,1400,11/2013,elektrisch,171181,247,331
Audi,A4,1500,02/2001,elektrisch,164874,301,404
Porsche,Taycan,3300,05/2022,elektrisch,247209,336,451
Chevrolet,Colorado,1400,10/2020,benzine,220466,79,106
Fiat,Panda,3600,04/1999,elektrisch,-1,276,370
Renault,Twingo,2100,04/2014,diesel,206209,256,343
Tesla,Roadster,2100,12/2004,lpg,260247,101,135
Honda,Insight,1600,04/2009,elektrisch,60521,44,59
Porsche,718 Cayman,3300,11/2021,lpg,41233,158,212
Nissan,Murano,2100,08/2013,diesel,59164,186,249
Fiat,500,2600,06/1990,benzine,252114,139,186
Peugeot,208,2000,03/2020,lpg,40324,104,139
Volkswagen,Atlas,2900,07/1997,benzine,20809,172,231
Mazda,MX-5 Miata,2800,09/2007,biodiesel,193574,133,178
Renault,Captpr,3000,06/1997,elektrisch,244144,253,339
Fiat,Punto,2800,07/2016,lpg,-1,225,302
Lamborghini,Aventador,3000,05/2002,elektrisch,54165,115,154
Nissan,Sentra,1200,06/2016,diesel,104577,363,487
Tesla,Model X,2500,10/2018,lpg,205015,343,460
Volkswagen,Passat,1100,09/2010,diesel,192170,214,287
Honda,Passport,1100,08/2019,elektrisch,105057,118,158
Alfa Romeo,Giulia,2000,06/2008,elektrisch,258579,343,460
Fiat,Tipo,2500,04/2004,elektrisch,83507,52,70
Chevrolet,Corvette,1900,08/2023,lpg,163856,226,303
Mitsubishi,Eclipse Cross,3100,07/2008,diesel,194519,387,519
Fiat,500,2300,09/2005,diesel,8042,253,339
Mazda,CX-30,2600,01/2024,benzine,227100,301,404
Hyundai,Tucson,3500,03/2006,benzine,246951,392,526
Mazda,MX-5 Miata,3400,09/2011,elektrisch,4069,345,463
Audi,Q8,1100,03/2020,lpg,235773,166,223
Alfa Romeo,Spider,2500,05/1995,elektrisch,97152,104,139
Volkswagen,Tiguax,1600,06/1992,benzine,49897,328,440
Jeep,Wrangler,3400,01/2007,lpg,88048,60,80
Lamborghini,Huracan,3300,04/1994,diesel,230915,326,437
Volkswagen,Passat,1300,11/2009,diesel,59332,289,388
Alfa Romeo,Giulia,3300,02/2018,elektrisch,96129,305,409
Subaru,Ascent,3500,11/2023,benzine,99226,237,318
Chevrolet,Colorado,2500,01/2010,elektrisch,214570,117,157
Lamborghini,Murcielago,3200,04/2012,lpg,224577,315,422
Fiat,Doblo,1400,09/2007,benzine,53123,148,198
Volkswagen,Tiguan,1200,04/1993,elektrisch,248612,194,260
Porsche,Cayenne,1800,07/2013,diesel,31119,281,377
Mazda,Mazda3,4800,10/2015,lpg,172220,313,420
Volvo,S60,1400,05/2023,biodiesel,280197,175,235
Fiat,500,2500,07/2010,lpg,266801,150,201
Renault,Kadjar,2500,08/1995,elektrisch,140364,370,496
Honda,Ridgeline,2000,12/1996,elektrisch,24890,335,449
Hyundai,Ioniq,2800,07/1990,lpg,209520,177,237
Peugeot,208,2700,03/2004,lpg,42021,178,239
Audi,A8,3200,12/1990,diesel,1000010,54,72
Peugeot,5008,2900,08/2020,benzine,285814,182,244
Porsche,718 Cayman,1200,09/1999,lpg,59004,223,299
Honda,Fit,1500,03/2004,lpg,215299,316,424
Hyundai,Palisade,1800,11/2022,lpg,101324,393,527
Ford,Bronco,3100,10/1999,lpg,18706,316,424
Honda,Accord,2000,11/2005,diesel,45946,145,194
Honda,CR-V,2000,05/2005,lpg,258858,202,271
Jeep,Renegade,2400,05/2022,benzine,184766,231,310
Jeep,Renegade,1300,06/2020,lpg,72396,352,472
Ford,Edge,2700,12/2024,lpg,234956,347,465
Ferrari,SF90 Stradale,2800,04/2001,elektrisch,80678,330,443
Volkswagen,Jetta,2300,10/2005,elektrisch,149550,96,129
Audi,Q5,3300,12/2024,benzine,155160,285,382
Peugeot,2008,1800,04/1999,benzine,47803,255,342
Honda,HR-V,2200,08/1997,lpg,-1,230,308
Subaru,Impreza,2800,12/2014,elektrisch,175742,275,369
Mitsubishi,Outlander,4800,01/1992,benzine,255429,195,261
Porsche,Taycan,2200,12/2012,elektrisch,217953,176,236
Mazda,Mazda3,2300,01/1997,diesel,229331,347,465
Honda,HR-V,3400,05/2020,elektrisch,262902,390,523
Tesla,Model X,3200,08/2022,elektrisch,44777,79,106
Kia,Seltos,3400,03/2007,biodiesel,9044,90,121
Volkswagen,Passat,2900,03/2019,lpg,293760,69,93
Peugeot,2008,1700,11/2013,diesel,271111,289,388
Audi,Rumplumplum,3100,07/2008,benzine,136339,88,118
BMW,X3,2100,04/2013,diesel,4260,357,479
Fiat,Tipo,3000,02/1992,diesel,200184,249,334
Lamborghini,Reveuton,2300,05/1994,lpg,63314,71,95
Chevrolet,Corvette,3100,02/2016,benzine,287325,98,131
Volkswagen,Arteon,2200,06/2018,benzine,217800,240,322
Audi,Q8,2500,07/2014,diesel,112388,93,125
Alfa Romeo,Giulietta,3100,01/2006,diesel,178940,188,252
Audi,Q7,2500,06/2005,benzine,42266,183,245
Peugeot,308,3300,05/2007,diesel,145782,58,78
Renault,Captur,4800,10/1992,diesel,35853,120,161
Ford,Edge,1500,09/2010,elektrisch,287960,328,440
Ford,Expedition,2700,11/2012,diesel,57205,341,457
Hyundai,Tucson,1500,12/2016,lpg,127662,131,176
Chevrolet,Impala,3400,10/1990,lpg,50145,60,80
Renault,Kadjar,2100,01/2015,diesel,20060,53,71
Chevrolet,Camaro,1200,04/2023,lpg,230717,212,284
Peugeot,2008,1100,02/1990,lpg,124586,99,133
Peugeot,308,1800,11/1999,diesel,66930,121,162
Mitsubishi,ASX,3300,08/2012,elektrisch,57543,82,110
Toyota,Tacoma,2700,11/2023,biodiesel,296738,379,508
Mercedes-Benz,GLE,3100,11/1991,benzine,39278,367,492
Alfa Romeo,jC,1600,06/1993,lpg,17303,106,142
Porsche,718 Cayman,3400,03/1997,elektrisch,52288,43,58
Volkswagen,Passat,1400,04/2009,lpg,2708,272,365
Subaru,WRX,1500,06/2008,elektrisch,170477,151,202
Nissan,Altima,2100,04/2023,lpg,216926,49,66
Subaru,WRX,2000,07/2011,benzine,296947,141,189
Peugeot,2008,2300,05/2006,elektrisch,137805,148,198
Hyundai,Accent,2000,03/2013,diesel,141040,312,418
Subaru,Forester,3500,06/2014,lpg,240843,41,55
Tesla,Cybertruck,3100,11/2001,benzine,112723,325,436
BMW,5 Series,2700,10/1998,diesel,69854,230,308
Mazda,MX-5 Miata,2700,07/2012,diesel,132031,276,370
Chevrolet,Camaro,3600,01/1993,diesel,120416,172,231
Volkswagen,Jetta,2400,01/1983,lpg,114480,276,370
Jeep,Gladiator,2400,08/1996,benzine,166709,291,390
Mercedes-Benz,AMG GT,2400,01/2006,benzine,221717,51,68
Mazda,CX-30,2200,10/1994,diesel,165430,252,338
Chevrolet,Suburban,1500,12/2003,elektrisch,154259,138,185
Volvo,XC40,1100,01/2000,lpg,-1,78,105
Alfa Romeo,4C,3200,03/2010,elektrisch,80229,169,227
Mazda,RX-8,3300,09/2008,benzine,258547,394,528
Lamborghini,Reventon,2600,01/2003,elektrisch,182439,281,377
Nissan,Versa,1400,05/2003,benzine,183295,206,276
Volkswagen,Jetta,1700,07/1995,diesel,231479,72,97
Tesla,Model S,3400,10/2002,diesel,176830,353,473
Tesla,Model 3,1900,11/1997,diesel,270620,365,489
Chevrolet,Silverado,2700,03/1962,benzine,84907,145,194
Chevrolet,Tahoe,1100,06/2005,diesel,184986,265,355
Hyundai,Tucson,2900,02/1960,lpg,95695,374,502
Ferrari,488,1200,09/2015,elektrisch,282042,80,107
Mitsubishi,ASX,3100,01/2019,benzine,255695,69,93
Tesla,Model S,3300,11/1995,elektrisch,132611,246,330
Tesla,Model Y,1700,03/2013,elektrisch,278594,132,177
Toyota,Prius,1700,12/2015,elektrisch,84019,294,394
Hyundai,Genesis,3500,11/1993,diesel,163533,153,205
Ford,Bronco,1200,04/2016,elektrisch,86875,175,235
Mercedes-Benz,S-Class,1400,07/1999,lpg,59193,40,54
Renault,Koleos,2700,10/2017,lpg,5738,363,487
Mazda,CX-3,2100,07/2022,diesel,220259,175,235
Fiat,Tipo,1700,12/2017,benzine,183556,259,347
BMW,h4,3300,04/2017,diesel,139468,253,339
Kia,Sportage,3600,02/2011,benzine,16825,396,531
Peugeot,Rifter,1000,08/2011,lpg,261657,399,535
Honda,HR-V,1200,10/2006,benzine,58043,278,373
Porsche,718 Cayman,2100,07/2020,lpg,168376,266,357
Lamborghini,Huracan,1600,08/2002,elektrisch,186188,242,325
Tesla,Model S,2200,09/1991,elektrisch,291703,80,107
Chevrolet,Silverado,3100,12/2009,diesel,1000010,255,342
Porsche,Taycan,2000,10/2012,diesel,258261,199,267
Audi,Q5,2800,06/2019,benzine,-1,368,493
Volkswagen,Rumplumplum,1700,12/1995,elektrisch,255852,245,329
Toyota,Tacoma,1200,02/2024,benzine,218266,357,479
Volkswagen,Polo,1300,02/2000,benzine,84841,379,508
Volvo,V60,3400,12/1996,diesel,21076,214,287
Lamborghini,Aventador,1300,09/2014,lpg,165539,230,308
Toyota,Camry,1800,04/1995,diesel,21466,319,428
Ferrari,488,2400,01/1999,elektrisch,53975,261,350
Hyundai,Accent,2300,05/2001,benzine,195712,121,162
Alfa Romeo,Giulietta,2500,06/1994,benzine,185665,309,414
Volvo,S90,2900,10/2001,biodiesel,121726,114,153
Kia,Seltos,3300,08/2002,diesel,100428,180,241
Nissan,Armada,2200,03/2014,lpg,115325,180,241
Nissan,Versa,2000,06/1995,elektrisch,67998,79,106
Alfa Romeo,Spider,1400,07/1994,diesel,256906,253,339
Mitsubishi,Rumplumplum,2600,09/2013,diesel,291578,340,456
Chevrolet,Trailblazer,3000,11/2024,lpg,191970,245,329
Tesla,Cybertruck,1400,01/2009,lpg,113025,219,294
Audi,A8,3200,02/2023,diesel,137891,58,78
Mazda,MX-5 Miata,2600,12/2012,diesel,65146,294,394
